doc_id,orth,sparse,lexicon,baseline_density,fullword_suggestions,length_gold,len_baseline_transcriptions,correct_partialword_suggestions
doc101,nungka kunrurrk biyibawong,d u n ka kun ɹ w u r k b i j ba ɔ ng,"['n', 'ka', 'kun', 'ba', 'ng']",0.4166666666666667,set(),24,10,set()
doc102,kabendibukbukkan kunkuk balandaken,ka b ɛ n t i bu bu ka n kun b u k balanda k ɛ n,"['ka', 'n', 'bu', 'bu', 'ka', 'n', 'kun', 'balanda', 'n']",0.65625,{'balandaken'},32,21,"{'ken', 'bukka', 'bukkan', 'kab', 'balandaken', 'kan'}"
doc103,namekke [telephone] birrimarnbom,j ɛ m ɛ r ɛ t ɛ l ɑ f ɔ n birri m a ɳ b om,"['n', 'birri', 'om']",0.26666666666666666,{'birrimarnbom'},30,8,"{'na', 'marnbom', 'birrimarnbom', 'birrima', 'bom'}"
doc104,kayime ngarriwurlhke kunak kayime manbinik ngong ngarrimohrokme,kayime ngarri w u ɭ i k ɛ kun a k kayime man b i n ɛ ŋ ɔ ngarri ŋ u ɹ u k m ɛ,"['ngarri', 'kun', 'man', 'n', 'ngarri']",0.3333333333333333,{'kunak'},57,19,"{'na', 'bini', 'ni', 'kunak'}"
doc105,kawarremen bonj,ka w a r i m a n bonj,"['ka', 'n', 'bonj']",0.5,set(),14,7,set()
doc106,konhda kore mudika kabirrimarnbun kabakme,k w ɑ ʔ t a kore m u t i ka kabirrimarnbun ka ba k b m ɛ,"['kore', 'ka', 'ka', 'ba']",0.2702702702702703,set(),37,10,set()
doc107,kabindibukbukkan kunwok ba,ka b i n t i bu bu k a n kunwok ba,"['ka', 'n', 'bu', 'bu', 'n', 'ba']",0.4166666666666667,set(),24,10,"{'kabindibu', 'bukka', 'bukkan', 'buk', 'kab', 'kan'}"
doc108,kabirriborlbme konhda kunwardda bindiwong,kabirri b ɔ ʈ m ɛ k ɔ n ʔ t a kun w ɑ ɑ b i n t i w ɔ ng,"['kabirri', 'n', 'kun', 'n', 'ng']",0.3684210526315789,{'bindiwong'},38,14,"{'bindiwo', 'wong', 'bindiwong'}"
doc109,kabirrimhre konhda kabirridurrkmirri konhda manme kabirriyawngun,kabirri m re k ɔ n ʔ t a kabirri t u k m i r i k ɔ ʔ a man m ɛ kabirri k ɛ ng u n,"['kabirri', 're', 'n', 'kabirri', 'man', 'kabirri', 'ng', 'n']",0.5084745762711864,{'manme'},59,30,"{'ngun', 'kabirridu', 'ngu', 'manme'}"
doc110,ngad karriyime kundung kawarlkan,ng a r ka r i yime kun t u ng ka w ɔ l ka n,"['ng', 'ka', 'yime', 'kun', 'ng', 'ka', 'ka', 'n']",0.6206896551724138,"{'kundung', 'karriyime'}",29,18,"{'dung', 'kundung', 'kan', 'karriyime'}"
doc111,birribonguyi,b a r i b ɔ ng w i,['ng'],0.16666666666666666,set(),12,2,set()
doc112,kubokuken yiman ngurrurdu birribonguyi konhda bu kayime kunj ngurrurdu,k u b ɔ k u k a n yiman ng u n u t u b a r i b ɔ ng ɹ i ɲ k ɔ t a bu kayime b u ng u r u ʈ u,"['n', 'yiman', 'ng', 'n', 'ng', 'bu', 'ng']",0.24193548387096775,set(),62,15,"{'ngu', 'bongu'}"
doc113,nahne ngadengeno? njamed manbedje,m a n ɛ ŋ ng a r ɛ ng u m u ɲ a m ɛ t man b a ɟ i,"['n', 'ng', 'ng', 'man']",0.26666666666666666,set(),30,8,"{'na', 'ngad'}"
doc114,mahne yiman kayime mandjoh kakobunj bu yekke,m a ʔ ɛ yiman kayime man ɟ u ka k ɔ bu n bu j ɛ k ɛ,"['yiman', 'man', 'ka', 'bu', 'n', 'bu']",0.39473684210526316,set(),38,15,{'bun'}
doc115,mayh kunak bim ngadberre,m a kun a w k b i m ng a t b ɛ r ɛ,"['kun', 'ng']",0.23809523809523808,{'ngadberre'},21,5,"{'ngad', 'na', 'ngadberre'}"
doc116,nahne [solar] [panel] kabirriyime,n a ʔ n ɛ s o l ɑ p æ n ə l kabirri yime,"['n', 'n', 'n', 'kabirri', 'yime']",0.4666666666666667,{'kabirriyime'},30,14,"{'na', 'kabirriyime'}"
doc117,[solar] [panel] ngalengarre [telstra],s a r ɛ p ə n ə n ɔ ng l ɛ ng a r ɛ t ɛ l s n ə,"['n', 'n', 'ng', 'ng', 'n']",0.20588235294117646,set(),34,7,set()
doc118,kunmayali bedberre,kunmayali b ɛ t b ɛ r ɛ,[],0.0,set(),17,0,set()
doc119,marrek ngarribanyibawon munguyi ngarriwurlhke yekke ko?,m a r a k ngarri ba n i ba ɔ n m u ng j ngarri w u ɭ k ɛ j ɛ k ɛ b u,"['ngarri', 'ba', 'n', 'ba', 'n', 'ng', 'ngarri']",0.4,set(),50,20,{'ngu'}
doc120,menekke kabodurrkmang ngarrihbongun karrkad,m ɛ n ɛ k ɛ ka b u t u k m a ng ngarri b u ng u n k a r i k a t,"['n', 'ka', 'ng', 'ngarri', 'ng', 'n']",0.35,set(),40,14,"{'ngun', 'bongun', 'kab', 'ngu', 'mang', 'kabodu', 'bongu', 'kabo'}"
doc121,ngarringolngolke?,ngarri ng u l ng ɔ l k ɛ,"['ngarri', 'ng', 'ng']",0.5882352941176471,set(),17,10,set()
doc122,yimanekke mani kunrurrk,yiman ɛ k ɛ man ɛ kun w u ŋ r,"['yiman', 'man', 'kun']",0.5238095238095238,{'mani'},21,11,{'mani'}
doc123,ba bengkani bu kunwardda nuye ki,ba b æ ng ka n i bu kun w ɔ ʈ a n u j ɛ k i,"['ba', 'ng', 'ka', 'n', 'bu', 'kun', 'n']",0.48148148148148145,{'nuye'},27,13,"{'kani', 'nuye', 'kan', 'ni'}"
doc124,ba kabirriborlbme bokenh kunmayali bonj,ba kabirri b u ʈ m ɛ b ɔ l k ɛ n kunmayali bonj,"['ba', 'kabirri', 'n', 'bonj']",0.4,set(),35,14,{'ken'}
doc125,[dish] nawu kamang,d ɛ s ɛ n a w u ka m a ng,"['n', 'ka', 'ng']",0.3125,"{'nawu', 'kamang'}",16,5,"{'nawu', 'kamang', 'na', 'kama', 'mang'}"
